"code";"description";"procurement_category";"name";"parent";"language_code"
"03222322-6";;"goods";"Pears";"03222000-3";"en"
"03222322-6";;"goods";"Pere";"03222000-3";"ro"
"03222322-6";;"goods";"Груши";"03222000-3";"ru"
"03222323-3";;"goods";"Quinces";"03222000-3";"en"
"03222323-3";;"goods";"Gutui";"03222000-3";"ro"
"03222323-3";;"goods";"Айва";"03222000-3";"ru"
"03222330-5";;"goods";"Stone fruit";"03222000-3";"en"
"03222330-5";;"goods";"Fructe sâmburoase";"03222000-3";"ro"
"03222330-5";;"goods";"Косточковые плоды";"03222000-3";"ru"
"03222331-2";;"goods";"Apricots";"03222000-3";"en"
"03222331-2";;"goods";"Caise";"03222000-3";"ro"
"03222331-2";;"goods";"Абрикосы";"03222000-3";"ru"
"03222332-9";;"goods";"Peaches";"03222000-3";"en"
"03222332-9";;"goods";"Piersici";"03222000-3";"ro"
"03222332-9";;"goods";"Персики";"03222000-3";"ru"
"03222333-6";;"goods";"Cherries";"03222000-3";"en"
"03222333-6";;"goods";"Cireşe";"03222000-3";"ro"
"03222333-6";;"goods";"Черешня";"03222000-3";"ru"
"03222334-3";;"goods";"Plums";"03222000-3";"en"
"03222334-3";;"goods";"Prune";"03222000-3";"ro"
"03222334-3";;"goods";"Сливы";"03222000-3";"ru"
"03222340-8";;"goods";"Grapes";"03222000-3";"en"
"03222340-8";;"goods";"Struguri";"03222000-3";"ro"
"03222340-8";;"goods";"Виноград";"03222000-3";"ru"
"03222341-5";;"goods";"Table grapes";"03222000-3";"en"
"03222341-5";;"goods";"Struguri de masă";"03222000-3";"ro"
"03222341-5";;"goods";"Столовый виноград";"03222000-3";"ru"
"03222342-2";;"goods";"Wine grapes";"03222000-3";"en"
"03222342-2";;"goods";"Struguri de vin";"03222000-3";"ro"
"03222342-2";;"goods";"Винный виноград";"03222000-3";"ru"
"03222400-7";;"goods";"Olives";"03222000-3";"en"
"03222400-7";;"goods";"Măsline";"03222000-3";"ro"
"03222400-7";;"goods";"Маслины";"03222000-3";"ru"
"03300000-2";;"goods";"Farming, hunting and fishing products";"03000000-1";"en"
"03300000-2";;"goods";"Produse agricole, de vânătoare şi de pescuit";"03000000-1";"ro"
"03300000-2";;"goods";"Сельскохозяйственная продукция, продукция охотничьего и рыбного промысла";"03000000-1";"ru"
"03310000-5";;"goods";"Fish, crustaceans and aquatic products";"03300000-2";"en"
"03310000-5";;"goods";"Peşti, crustacee şi produse acvatice";"03300000-2";"ro"
"03310000-5";;"goods";"Рыба, ракообразные и продукция водного происхождения";"03300000-2";"ru"
"03311000-2";;"goods";"Fish";"03310000-5";"en"
"03311000-2";;"goods";"Peşti";"03310000-5";"ro"
"03311000-2";;"goods";"Рыба";"03310000-5";"ru"
"03311100-3";;"goods";"Flat fish";"03311000-2";"en"
"03311100-3";;"goods";"Peşti plaţi";"03311000-2";"ro"
"03311100-3";;"goods";"Камбала";"03311000-2";"ru"
"03311110-6";;"goods";"Sole";"03311000-2";"en"
"03311110-6";;"goods";"Limbă-de-mare";"03311000-2";"ro"
"03311110-6";;"goods";"Морской язык";"03311000-2";"ru"
"03311120-9";;"goods";"Plaice";"03311000-2";"en"
"03311120-9";;"goods";"Cambulă de Baltică";"03311000-2";"ro"
"03311120-9";;"goods";"Балтийская камбала";"03311000-2";"ru"
"03311200-4";;"goods";"Fish of the cod family";"03311000-2";"en"
"03311200-4";;"goods";"Peşti din familia codului";"03311000-2";"ro"
"03311200-4";;"goods";"Рыбы семейства тресковых";"03311000-2";"ru"
"03311210-7";;"goods";"Cod";"03311000-2";"en"
"03311210-7";;"goods";"Cod";"03311000-2";"ro"
"03311210-7";;"goods";"Треска";"03311000-2";"ru"
"03311220-0";;"goods";"Pollock";"03311000-2";"en"
"03311220-0";;"goods";"Polac";"03311000-2";"ro"
"03311220-0";;"goods";"Сайда";"03311000-2";"ru"
"03311230-3";;"goods";"Hake";"03311000-2";"en"
"03311230-3";;"goods";"Merluciu";"03311000-2";"ro"
"03311230-3";;"goods";"Хек";"03311000-2";"ru"
"03311240-6";;"goods";"Haddock";"03311000-2";"en"
"03311240-6";;"goods";"Eglefin";"03311000-2";"ro"
"03311240-6";;"goods";"Пикша";"03311000-2";"ru"
"03311300-5";;"goods";"Herring";"03311000-2";"en"
"03311300-5";;"goods";"Hering";"03311000-2";"ro"
"03311300-5";;"goods";"Сельдь";"03311000-2";"ru"
"03311400-6";;"goods";"Tuna";"03311000-2";"en"
"03311400-6";;"goods";"Ton";"03311000-2";"ro"
"03311400-6";;"goods";"Тунец";"03311000-2";"ru"
"03311500-7";;"goods";"Whiting";"03311000-2";"en"
"03311500-7";;"goods";"Merlan";"03311000-2";"ro"
"03311500-7";;"goods";"Мерланг";"03311000-2";"ru"
"03311600-8";;"goods";"Whitebait";"03311000-2";"en"
"03311600-8";;"goods";"Albitură";"03311000-2";"ro"
"03311600-8";;"goods";"Килька";"03311000-2";"ru"
"03311700-9";;"goods";"Salmon";"03311000-2";"en"
"03311700-9";;"goods";"Somon";"03311000-2";"ro"
"03311700-9";;"goods";"Лосось";"03311000-2";"ru"
"03312000-9";;"goods";"Crustaceans";"03310000-5";"en"
"03312000-9";;"goods";"Crustacee";"03310000-5";"ro"
"03312000-9";;"goods";"Ракообразные";"03310000-5";"ru"
"03312100-0";;"goods";"Oysters";"03312000-9";"en"
"03312100-0";;"goods";"Stridii";"03312000-9";"ro"
"03312100-0";;"goods";"Устрицы";"03312000-9";"ru"
"03312200-1";;"goods";"Shellfish";"03312000-9";"en"
"03312200-1";;"goods";"Moluşte";"03312000-9";"ro"
"03312200-1";;"goods";"Моллюски";"03312000-9";"ru"
"03312300-2";;"goods";"Aquatic invertebrates";"03312000-9";"en"
"03312300-2";;"goods";"Nevertebrate acvatice";"03312000-9";"ro"
"03312300-2";;"goods";"Водные беспозвоночные";"03312000-9";"ru"
"03313000-6";;"goods";"Aquatic products";"03310000-5";"en"
"03313000-6";;"goods";"Produse acvatice";"03310000-5";"ro"
"03313000-6";;"goods";"Водные продукты";"03310000-5";"ru"
"03313100-7";;"goods";"Corals or similar products";"03313000-6";"en"
"03313100-7";;"goods";"Corali sau produse similare";"03313000-6";"ro"
"03313100-7";;"goods";"Кораллы и аналогичные продукты";"03313000-6";"ru"
"03313200-8";;"goods";"Natural sponges";"03313000-6";"en"
"03313200-8";;"goods";"Bureţi naturali";"03313000-6";"ro"
"03313200-8";;"goods";"Губки натуральные";"03313000-6";"ru"
"03313300-9";;"goods";"Seaweeds";"03313000-6";"en"
"03313300-9";;"goods";"Alge marine";"03313000-6";"ro"
"03313300-9";;"goods";"Морские водоросли";"03313000-6";"ru"
"03313310-2";;"goods";"Algae";"03313000-6";"en"
"03313310-2";;"goods";"Alge";"03313000-6";"ro"
"03313310-2";;"goods";"Водоросли";"03313000-6";"ru"
"03320000-8";;"goods";"Cattle, livestock and small animals";"03300000-2";"en"
"03320000-8";;"goods";"Bovine, şeptel şi animale mici";"03300000-2";"ro"
"03320000-8";;"goods";"Крупный рогатый скот, домашний скот и мелкие животные";"03300000-2";"ru"
"03321000-5";;"goods";"Cattle";"03320000-8";"en"
"03321000-5";;"goods";"Bovine";"03320000-8";"ro"
"03321000-5";;"goods";"Крупный рогатый скот";"03320000-8";"ru"
"03321100-6";;"goods";"Bovine cattle";"03321000-5";"en"
"03321100-6";;"goods";"Animale din specia bovină";"03321000-5";"ro"
"03321100-6";;"goods";"Виды животных, принадлежащие к крупному рогатому скоту";"03321000-5";"ru"
"03321200-7";;"goods";"Calves";"03321000-5";"en"
"03321200-7";;"goods";"Viţei";"03321000-5";"ro"
"03321200-7";;"goods";"Телята";"03321000-5";"ru"
"03322000-2";;"goods";"Livestock";"03320000-8";"en"
"03322000-2";;"goods";"Şeptel";"03320000-8";"ro"
"03322000-2";;"goods";"Домашний скот";"03320000-8";"ru"
"03322100-3";;"goods";"Sheep";"03322000-2";"en"
"03322100-3";;"goods";"Ovine";"03322000-2";"ro"
"03322100-3";;"goods";"Овцы";"03322000-2";"ru"
"03322200-4";;"goods";"Goats";"03322000-2";"en"
"03322200-4";;"goods";"Caprine";"03322000-2";"ro"
"03322200-4";;"goods";"Козы";"03322000-2";"ru"
"03322300-5";;"goods";"Horses";"03322000-2";"en"
"03322300-5";;"goods";"Cabaline";"03322000-2";"ro"
"03322300-5";;"goods";"Лошади";"03322000-2";"ru"
"03323000-9";;"goods";"Pigs";"03320000-8";"en"
"03323000-9";;"goods";"Porcine";"03320000-8";"ro"
"03323000-9";;"goods";"Свиньи";"03320000-8";"ru"
"03324000-6";;"goods";"Live poultry";"03320000-8";"en"
"03324000-6";;"goods";"Păsări vii de curte";"03320000-8";"ro"
"03324000-6";;"goods";"Живая домашняя птица";"03320000-8";"ru"
"03325000-3";;"goods";"Small animals";"03320000-8";"en"
"03325000-3";;"goods";"Animale mici";"03320000-8";"ro"
"03325000-3";;"goods";"Мелкие животные";"03320000-8";"ru"
"03325100-4";;"goods";"Rabbits";"03325000-3";"en"
"03325100-4";;"goods";"Iepuri de casă";"03325000-3";"ro"
"03325100-4";;"goods";"Кролики";"03325000-3";"ru"
"03325200-5";;"goods";"Hares";"03325000-3";"en"
"03325200-5";;"goods";"Iepuri de câmp";"03325000-3";"ro"
"03325200-5";;"goods";"Полевые зайцы";"03325000-3";"ru"
"03330000-3";;"goods";"Farm animal products";"03300000-2";"en"
"03330000-3";;"goods";"Produse de animale de fermă";"03300000-2";"ro"
"03330000-3";;"goods";"Сельскохозяйственная продукция животного происхождения";"03300000-2";"ru"
"03331000-0";;"goods";"Fresh milk from sheep and goats";"03330000-3";"en"
"03331000-0";;"goods";"Lapte de oaie şi de capră proaspăt";"03330000-3";"ro"
"03331000-0";;"goods";"Свежее овечье и козье молоко";"03330000-3";"ru"
"03331100-1";;"goods";"Sheep's milk";"03331000-0";"en"
"03331100-1";;"goods";"Lapte de oaie";"03331000-0";"ro"
"03331100-1";;"goods";"Овечье молоко";"03331000-0";"ru"
"03331200-2";;"goods";"Goats' milk";"03331000-0";"en"
"03331200-2";;"goods";"Lapte de capră";"03331000-0";"ro"
"03331200-2";;"goods";"Козье молоко";"03331000-0";"ru"
"03332000-7";;"goods";"Wool and animal hair";"03330000-3";"en"
"03332000-7";;"goods";"Lână şi păr de animale";"03330000-3";"ro"
"03332000-7";;"goods";"Шерсть и волосы животных";"03330000-3";"ru"
"03332100-8";;"goods";"Shorn wool";"03332000-7";"en"
"03332100-8";;"goods";"Lână tunsă";"03332000-7";"ro"
"03332100-8";;"goods";"Остриженная шерсть";"03332000-7";"ru"
"03332200-9";;"goods";"Animal hair";"03332000-7";"en"
"03332200-9";;"goods";"Păr de animale";"03332000-7";"ro"
"03332200-9";;"goods";"Волосы животных";"03332000-7";"ru"
"03333000-4";;"goods";"Fresh cows' milk";"03330000-3";"en"
"03333000-4";;"goods";"Lapte de vacă proaspăt";"03330000-3";"ro"
"03333000-4";;"goods";"Свежее коровье молоко";"03330000-3";"ru"
"03340000-6";;"goods";"Animal ear tags";"03300000-2";"en"
"03340000-6";;"goods";"Crotalii pentru animale";"03300000-2";"ro"
"03340000-6";;"goods";"Ушные бирки для животных";"03300000-2";"ru"
"03341000-3";;"goods";"Bovine ear tags";"03340000-6";"en"
"03341000-3";;"goods";"Crotalii pentru bovine";"03340000-6";"ro"
"03341000-3";;"goods";"Ушные бирки для крупного рогатого скота";"03340000-6";"ru"
"03400000-4";;"goods";"Forestry and logging products";"03000000-1";"en"
"03400000-4";;"goods";"Produse de silvicultură şi de exploatare forestieră";"03000000-1";"ro"
"03400000-4";;"goods";"Продукция лесного хозяйства и лесозаготовок";"03000000-1";"ru"
"03410000-7";;"goods";"Wood";"03400000-4";"en"
"03410000-7";;"goods";"Lemn";"03400000-4";"ro"
"03410000-7";;"goods";"Древесина";"03400000-4";"ru"
"03411000-4";;"goods";"Coniferous wood";"03410000-7";"en"
"03411000-4";;"goods";"Lemn de conifere";"03410000-7";"ro"
"03411000-4";;"goods";"Древесина хвойных пород";"03410000-7";"ru"
"03412000-1";;"goods";"Tropical wood";"03410000-7";"en"
"03412000-1";;"goods";"Lemn tropical";"03410000-7";"ro"
"03412000-1";;"goods";"Древесина тропических пород";"03410000-7";"ru"
"03413000-8";;"goods";"Fuel wood";"03410000-7";"en"
"03413000-8";;"goods";"Lemn de foc";"03410000-7";"ro"
"03413000-8";;"goods";"Дрова";"03410000-7";"ru"
"03414000-5";;"goods";"Rough wood";"03410000-7";"en"
"03414000-5";;"goods";"Lemn brut";"03410000-7";"ro"
"03414000-5";;"goods";"Необработанный лесоматериал";"03410000-7";"ru"
"03415000-2";;"goods";"Softwood";"03410000-7";"en"
"03415000-2";;"goods";"Lemn de esenţă moale";"03410000-7";"ro"
"03415000-2";;"goods";"Мягкая древесина";"03410000-7";"ru"
"03416000-9";;"goods";"Wood waste";"03410000-7";"en"
"03416000-9";;"goods";"Deşeuri de lemn";"03410000-7";"ro"
"03416000-9";;"goods";"Древесные отходы";"03410000-7";"ru"
"03417000-6";;"goods";"Scrap wood";"03410000-7";"en"
"03417000-6";;"goods";"Aşchii de lemn";"03410000-7";"ro"
"03417000-6";;"goods";"Древесная щепа";"03410000-7";"ru"
"03417100-7";;"goods";"Sawdust";"03417000-6";"en"
"03417100-7";;"goods";"Rumeguş";"03417000-6";"ro"
"03417100-7";;"goods";"Опилки";"03417000-6";"ru"
"03418000-3";;"goods";"Logs";"03410000-7";"en"
"03418000-3";;"goods";"Buşteni";"03410000-7";"ro"
"03418000-3";;"goods";"Бревна";"03410000-7";"ru"
"03418100-4";;"goods";"Hardwood";"03418000-3";"en"
"03418100-4";;"goods";"Lemn de esenţă tare";"03418000-3";"ro"
"03418100-4";;"goods";"Твердая древесина";"03418000-3";"ru"
"03419000-0";;"goods";"Timber";"03410000-7";"en"
"03419000-0";;"goods";"Cherestea";"03410000-7";"ro"
"03419000-0";;"goods";"Пиломатериал";"03410000-7";"ru"
"03419100-1";;"goods";"Timber products";"03419000-0";"en"
"03419100-1";;"goods";"Produse din cherestea";"03419000-0";"ro"
"03419100-1";;"goods";"Изделия из пиломатериала";"03419000-0";"ru"
"03419200-2";;"goods";"Mining timber";"03419000-0";"en"
"03419200-2";;"goods";"Lemn de mină";"03419000-0";"ro"
"03419200-2";;"goods";"Крепежный лес для шахт";"03419000-0";"ru"
"03420000-0";;"goods";"Gums";"03400000-4";"en"
"03420000-0";;"goods";"Gumă arabică";"03400000-4";"ro"
"03420000-0";;"goods";"Гуммиарабик";"03400000-4";"ru"
"03421000-7";;"goods";"Balsams";"03420000-0";"en"
"03421000-7";;"goods";"Balsamuri";"03420000-0";"ro"
"03421000-7";;"goods";"Бальзамы";"03420000-0";"ru"
"03422000-4";;"goods";"Lac";"03420000-0";"en"
"03422000-4";;"goods";"Lac";"03420000-0";"ro"
"03422000-4";;"goods";"Лак";"03420000-0";"ru"
"03430000-3";;"goods";"Cork";"03400000-4";"en"
"03430000-3";;"goods";"Plută";"03400000-4";"ro"
"03430000-3";;"goods";"Пробка";"03400000-4";"ru"
"03431000-0";;"goods";"Natural cork";"03430000-3";"en"
"03431000-0";;"goods";"Plută naturală";"03430000-3";"ro"
"03431000-0";;"goods";"Натуральная пробка";"03430000-3";"ru"
"03432000-7";;"goods";"Basketware";"03430000-3";"en"
"03432000-7";;"goods";"Coşuri împletite";"03430000-3";"ro"
"03432000-7";;"goods";"Плетеные корзины";"03430000-3";"ru"
"03432100-8";;"goods";"Wickerwork";"03432000-7";"en"
"03432100-8";;"goods";"Împletituri";"03432000-7";"ro"
"03432100-8";;"goods";"Плетеные предметы";"03432000-7";"ru"
"03440000-6";;"goods";"Forestry products";"03400000-4";"en"
"03440000-6";;"goods";"Produse de silvicultură";"03400000-4";"ro"
"03440000-6";;"goods";"Продукция лесного хозяйства";"03400000-4";"ru"
"03441000-3";;"goods";"Ornamental plants, grasses, mosses or lichens";"03440000-6";"en"
"03441000-3";;"goods";"Plante, ierburi, muşchi sau licheni ornamentali";"03440000-6";"ro"
"03441000-3";;"goods";"Декоративные растения, травы, мхи и лишайники";"03440000-6";"ru"
"03450000-9";;"goods";"Tree-nursery products";"03400000-4";"en"
"03450000-9";;"goods";"Produse de pepinieră";"03400000-4";"ro"
"03450000-9";;"goods";"Питомническая продукция";"03400000-4";"ru"
"03451000-6";;"goods";"Plants";"03450000-9";"en"
"03451000-6";;"goods";"Plante";"03450000-9";"ro"
"03451000-6";;"goods";"Растения";"03450000-9";"ru"
"03451100-7";;"goods";"Bedding plants";"03451000-6";"en"
"03451100-7";;"goods";"Plante de înmulţire";"03451000-6";"ro"
"03451100-7";;"goods";"Рассада";"03451000-6";"ru"
"03451200-8";;"goods";"Flower bulbs";"03451000-6";"en"
"03451200-8";;"goods";"Bulbi de flori";"03451000-6";"ro"
"03451200-8";;"goods";"Луковицы цветов";"03451000-6";"ru"
"03451300-9";;"goods";"Shrubs";"03451000-6";"en"
"03451300-9";;"goods";"Arbuşti";"03451000-6";"ro"
"03451300-9";;"goods";"Кустарники";"03451000-6";"ru"
"03452000-3";;"goods";"Trees";"03450000-9";"en"
"03452000-3";;"goods";"Arbori";"03450000-9";"ro"
"03452000-3";;"goods";"Деревья";"03450000-9";"ru"
"03460000-2";;"goods";"Pulp";"03400000-4";"en"
"03460000-2";;"goods";"Celuloză";"03400000-4";"ro"
"03460000-2";;"goods";"Целлюлоза";"03400000-4";"ru"
"03461000-9";;"goods";"Wood pulp";"03460000-2";"en"
"03461000-9";;"goods";"Pastă din lemn";"03460000-2";"ro"
"03461000-9";;"goods";"Древесная масса";"03460000-2";"ru"
"03461100-0";;"goods";"Chemical wood pulp";"03461000-9";"en"
"03461100-0";;"goods";"Pastă chimică din lemn";"03461000-9";"ro"
"03461100-0";;"goods";"Химически обработанная древесная масса - целлюлоза";"03461000-9";"ru"
"09000000-3";;"goods";"Petroleum products, fuel, electricity and other sources of energy";"";"en"
"09000000-3";;"goods";"Produse petroliere, combustibil, electricitate şi alte surse de energie";"";"ro"
"09000000-3";;"goods";"Нефтепродукты, топливо, электроэнергия и другие источники энергии";"";"ru"
"09100000-0";;"goods";"Fuels";"09000000-3";"en"
"09100000-0";;"goods";"Combustibili";"09000000-3";"ro"
"09100000-0";;"goods";"Топливо";"09000000-3";"ru"
